numero,id,marca,modelo,año_modelo,millaje,tipo_combustible,motor,transmisión,color_exterior,color_interior,accidente,sin_daños,precio
15630,181077,Land,Rover Range Rover Supercharged LWB,2016,110000,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,None reported,Yes,
15631,44687,Jeep,Wrangler Unlimited Sport,2020,23195,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black Clearcoat,Black,None reported,Yes,
15632,77375,Ferrari,Roma Base,2022,3000,Gasoline,611.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Blue,None reported,Yes,
15633,126233,Porsche,911 Turbo S,2020,13900,Gasoline,580.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,
15634,84276,Dodge,Dakota SLT Quad Cab,2005,153692,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,
15635,98975,Ford,F-150 XLT,2020,39000,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Silver,Black,None reported,Yes,
15636,123832,Toyota,350Z Touring,2006,106000,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Beige,None reported,Yes,
15637,91630,Toyota,Highlander Hybrid XLE,2019,74026,Hybrid,306.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,6-Speed A/T,Gray,Black,None reported,Yes,
15638,70207,BMW,X5 PHEV xDrive45e,2022,24115,Plug-In Hybrid,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Black,Blue,None reported,Yes,
15639,83438,Genesis,G70 2.0T,2019,2121,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,At least 1 accident or damage reported,Yes,
15640,44502,Genesis,G70 3.3T Advanced,2019,7600,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,
15641,24745,Kia,Optima LX,2013,106000,Gasoline,200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,
15642,181955,Nissan,Armada Platinum,2023,9500,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,
15643,160326,Chevrolet,Corvette Stingray w/2LT,2021,3053,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Orange,Black,None reported,Yes,
15644,87070,BMW,550 Gran Turismo i,2014,70500,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Brown,None reported,Yes,
15645,148461,Mercedes-Benz,Sprinter 2500 Standard Roof,2021,4590,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,
15646,116770,Chevrolet,Corvette Stingray w/2LT,2022,29000,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,
15647,123161,Ford,Utility Police Interceptor Base,2013,87500,E85 Flex Fuel,300.0HP 3.7L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Black,None reported,Yes,
15648,96325,Jeep,Gladiator Mojave,2022,4000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Black,None reported,Yes,
15649,56055,Mercedes-Benz,CLA-Class CLA 250,2014,91140,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,
15650,1149,Mercedes-Benz,E-Class E 550 4MATIC,2016,43690,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,
15651,95090,Hyundai,Tucson Limited,2010,106500,Gasoline,173.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,
15652,24605,BMW,M3 Base,2011,132500,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,
15653,148284,Ford,Expedition Limited,2020,89563,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Gray,Medium Stone,None reported,Yes,
15654,123840,Acura,TLX Tech,2021,24001,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Snow White Pearl,Ebony,None reported,Yes,
15655,166896,Toyota,4Runner SR5,2018,30700,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,
15656,20319,RAM,1500 Laramie,2021,57852,Gasoline,6.4L V8 16V MPFI OHV,8-Speed Automatic,Flame Red Clearcoat,Black,None reported,,
15657,140833,Lexus,LC 500 Base,2021,22400,Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Red,None reported,Yes,
15658,138914,BMW,M550 i xDrive,2013,118500,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,
15659,136143,BMW,328 i xDrive,2015,61773,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,
15660,74678,Land,Rover Range Rover Sport Supercharged HSE,2019,49872,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,
15661,102970,Porsche,911 Carrera,2023,4786,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,
15662,4111,RAM,2500 Big Horn,2014,116600,Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,None reported,Yes,
15663,184778,Jeep,Grand Cherokee Altitude,2020,18185,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Gray,Global Black,None reported,Yes,
15664,83325,Nissan,Murano SL,2013,72900,Gasoline,240.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,
15665,39853,Jeep,Grand Cherokee Limited,2018,96473,Gasoline,3.6L V6 24V MPFI DOHC,5-Speed Automatic,Granite Crystal Clearcoat Metallic,Black,None reported,Yes,
15666,51282,Volkswagen,Touareg VR6 Lux,2016,40000,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,–,None reported,Yes,
15667,144801,Porsche,Macan S,2016,5595,Gasoline,2.0L I4 16V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,Gray,Black,None reported,Yes,
15668,165633,Ford,Escape XLT,2013,186268,E85 Flex Fuel,240.0HP 3.0L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,
15669,87106,Jeep,Wrangler Unlimited Rubicon,2012,57000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,Yes,
15670,1899,BMW,M3 Base,2015,23105,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Red,None reported,Yes,
15671,128803,INFINITI,QX60 Base,2019,26000,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Black,At least 1 accident or damage reported,Yes,
15672,98778,Porsche,718 Boxster S,2019,9500,Gasoline,350.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,Yes,
15673,107297,Porsche,Macan S,2018,29182,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,
15674,173532,Ford,Mustang Shelby GT500,2012,89190,–,–,6-Speed M/T,White,Gray,At least 1 accident or damage reported,Yes,
15675,145635,Dodge,Ram 2500 ST,2011,165000,Gasoline,355.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,
15676,101906,BMW,M6 Base,2023,31000,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Gold,None reported,Yes,
15677,96652,Lexus,GX 470 Base,2007,155000,Gasoline,263.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Beige,None reported,Yes,
15678,78777,Jeep,Wagoneer Series III,2021,48842,Gasoline,5.7L V8 32V MPFI DOHC,8-Speed Automatic,Velvet Red Pearlcoat,Black,None reported,Yes,
15679,49902,BMW,335 i xDrive,2016,106700,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,White,None reported,Yes,
15680,143190,Ford,Focus SE,2016,115550,E85 Flex Fuel,160.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,
15681,173436,Mazda,CX-30 Select,2021,20497,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Jet Black Mica,Black,None reported,Yes,
15682,99289,Chevrolet,Tahoe LT,2015,168422,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Gold,At least 1 accident or damage reported,Yes,
15683,86247,Toyota,Supra A91-MT Edition,2023,1500,Gasoline,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Green,Orange,None reported,Yes,
15684,188056,Rivian,R1S Adventure Package,2023,250,,835.0HP Electric Motor Electric Fuel System,A/T,Black,Silver,None reported,Yes,
15685,187976,Kia,Sportage LX,2014,107481,Gasoline,173.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,
15686,86516,Porsche,Macan Base,2018,42000,Gasoline,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,Yes,
15687,87899,Honda,Civic Sport,2020,23749,Gasoline,2.0L I4 16V MPFI DOHC,Automatic CVT,Red,Black,At least 1 accident or damage reported,,
15688,13154,Tesla,Model X P100D,2018,25250,,518.0HP Electric Motor Electric Fuel System,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,
15689,34273,Land,Rover Discovery LSE,2006,174678,Gasoline,230.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,
15690,173886,Lexus,ES 350 Base,2021,15615,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Ebony Black,Black,At least 1 accident or damage reported,,
15691,39667,Volkswagen,Golf GTI 2.0T SE 4-Door,2017,70700,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,
15692,128131,Lamborghini,Aventador SVJ Base,2016,100680,Gasoline,563.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,
15693,152973,Chevrolet,Avalanche 1500 LS,2008,230000,Gasoline,320.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,
15694,80069,Cadillac,CTS 3.6L Premium Luxury,2013,106700,Gasoline,321.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Red,None reported,Yes,
15695,23344,Land,Rover Range Rover 3.0L Supercharged HSE,2018,50340,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,
15696,187578,Ford,F-150 Lariat,2017,98000,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,
15697,133637,Land,Rover Range Rover Evoque S,2016,54900,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,
15698,117381,Land,Rover Range Rover Velar R-Dynamic S,2023,4624,Gasoline,I4,Automatic,Firenze Red Metallic,Black,None reported,,
15699,43908,BMW,M8 Gran Coupe Competition,2022,21057,Gasoline,617.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,
15700,61988,Bentley,Flying Spur V8,2022,8228,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic with Auto-Shift,Blue,Beige,None reported,Yes,
15701,3979,Jeep,Wrangler Unlimited Sahara,2022,21487,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Deep Black Pearl Effect,Black,None reported,Yes,
15702,148318,BMW,M3 Base,2011,1185,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,M/T,Gray,Beige,None reported,Yes,
15703,151505,Land,Rover Range Rover Sport HSE,2019,58600,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,
15704,1253,Toyota,Tundra SR5,2019,37100,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,None reported,Yes,
15705,69192,Ford,Focus RS Base,2018,68749,Gasoline,350.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,
15706,58458,Porsche,911 Carrera S,2023,2958,Gasoline,3.0 Liter,Manual,Beige,Black,None reported,,
15707,76163,INFINITI,G35 Base,2004,4500,Gasoline,298.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,
15708,75913,Audi,A5 2.0T Premium Plus,2018,60000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,
15709,27224,Chevrolet,Camaro 1SS,2019,13700,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,
15710,149030,Ford,Mustang EcoBoost Premium,2017,41650,Gasoline,310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,
15711,83177,Toyota,Camry Solara SLE V6,2007,138000,Gasoline,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,
15712,4552,Mazda,CX-30 Base,2016,83280,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Snowflake White Pearl,Black,None reported,Yes,
15713,36984,Chevrolet,Camaro 1SS,2021,17000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,
15714,27585,Mercedes-Benz,AMG GT 53 Base,2019,40000,Hybrid,429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,
15715,35097,Mercedes-Benz,GLS 450 Base 4MATIC,2016,91700,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Silver,Black,None reported,Yes,
15716,139476,Audi,Q5 2.0T Premium Plus,2021,77856,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Daytona Gray Pearl Effect,Black,None reported,,
15717,82856,Lexus,IS 300 Base,2005,120000,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,
15718,125217,RAM,1500 SLT,2016,53100,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,
15719,20164,Mercedes-Benz,C-Class C 300 4MATIC,2024,16120,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,White,Gray,None reported,Yes,
15720,174204,Ford,Transit-350 XLT,2017,115000,Gasoline,275.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,
15721,145830,BMW,335 is,2011,76309,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,
15722,39318,Mercedes-Benz,AMG G 63 4MATIC,2020,10900,Gasoline,577.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,,,
15723,38681,Tesla,Model Y Performance,2022,12500,,455.0HP Electric Motor Electric Fuel System,A/T,Black,White,At least 1 accident or damage reported,Yes,
15724,13393,Mercedes-Benz,SL-Class SL500 Roadster,1998,135000,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Gold,At least 1 accident or damage reported,Yes,
15725,154502,Ford,Mustang GT Premium,2016,48500,Gasoline,435.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,
15726,10657,Mercedes-Benz,GLS 550 Base 4MATIC,2017,37200,Gasoline,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Beige,None reported,Yes,
15727,139359,Ford,Tundra Limited,2022,23600,,389.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,
15728,45356,Mercedes-Benz,S-Class S 65 AMG,2015,49899,Gasoline,621.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,
15729,42539,Hyundai,Genesis 3.8,2015,91403,Gasoline,3.8L V6 24V GDI DOHC,8-Speed Automatic,Black Forest Green,Black,None reported,,
15730,26688,Chrysler,300 S,2008,87000,Gasoline,345.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Red,Black,None reported,Yes,
15731,143405,Land,Rover Range Rover 3.0L Supercharged HSE,2018,73101,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,White,None reported,Yes,
15732,153791,Volkswagen,Routan SE,2012,162750,E85 Flex Fuel,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,Black,Gray,At least 1 accident or damage reported,Yes,
15733,81137,BMW,M3 Base,2008,105000,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,
15734,43336,Lexus,RX 350 F Sport,2022,14735,Gasoline,3.5 Liter DOHC,Automatic,Midnight Black Metallic,Black,None reported,,
15735,139523,Audi,A5 2.0T Premium,2015,69548,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,
15736,177877,Ford,Bronco Wildtrak Advanced,2023,15200,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,,,
15737,168591,Mercedes-Benz,A-Class A 220 4MATIC,2015,95798,Hybrid,188.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,7-Speed A/T,Black,Black,None reported,Yes,
15738,126342,RAM,1500 Laramie,2021,46200,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,
15739,73926,Subaru,Impreza WRX Sti Special Edition,2010,123000,Gasoline,305.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,
15740,33514,Subaru,Altima 2.5 S,2010,148000,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,
15741,51984,Lexus,LS 460 L,2016,127980,Gasoline,386.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,
15742,142643,Land,Rover Discovery Sport SE,2012,79876,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Green,Red,None reported,Yes,
15743,9297,Jeep,Compass Limited,2020,43329,Gasoline,3.6L V6 24V MPFI DOHC,9-Speed Automatic,Bright White Clearcoat,Black,None reported,Yes,
15744,129539,Cadillac,CTS 3.6L Premium,2012,56675,Gasoline,321.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Brown,None reported,Yes,
15745,86085,Jeep,Wrangler Unlimited 4xe Sahara,2019,30000,Hybrid,285.0HP 3.6L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Black,Beige,None reported,Yes,
15746,29032,Mercedes-Benz,S-Class S 63 AMG,2011,37000,Gasoline,518.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,
15747,167587,Ford,F-150 XLT,2021,88161,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Agate Black Metallic,Black,None reported,Yes,
15748,176982,Mercedes-Benz,AMG G 63 Base,2020,35000,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,
15749,39132,Cadillac,CTS Base,2003,82000,Gasoline,270.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Beige,Beige,At least 1 accident or damage reported,Yes,
15750,172231,Ford,Expedition Max XLT,2021,35250,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Gray,None reported,Yes,
15751,52453,Chevrolet,Silverado 2500 LT H/D Extended Cab,2006,169000,E85 Flex Fuel,360.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Black,None reported,Yes,
15752,146566,Acura,TLX V6 Tech,2013,115465,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Gray,At least 1 accident or damage reported,Yes,
15753,122102,Tesla,Model X P100D,2016,93000,,362.0HP Electric Motor Electric Fuel System,7-Speed A/T,Silver,White,None reported,Yes,
15754,73805,Ford,F-150 XLT,2019,53401,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,None reported,Yes,
15755,156969,RAM,1500 Big Horn,2019,41000,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Bright White Clearcoat,Saddle Brown,None reported,Yes,
15756,135850,INFINITI,QX80 Base,2017,70700,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,Yes,
15757,47677,BMW,M3 Base,2011,72277,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,White,None reported,Yes,
15758,168643,Chevrolet,Camaro 1LT,2016,97579,Gasoline,323.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,
15759,49096,Lincoln,MKZ Reserve,2016,36000,Gasoline,245.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,
15760,81323,Land,Rover Range Rover Sport Supercharged HSE,2016,99915,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Brown,None reported,Yes,
15761,147745,Acura,MDX w/Advance Package,2023,10000,Gasoline,355.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Beige,None reported,Yes,
15762,101142,BMW,550 Gran Turismo i,2014,54000,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,
15763,43507,Ford,F-150 Raptor,2022,28121,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Oxford White,Black,None reported,Yes,
15764,25959,Ford,F-350 Platinum,2019,74500,Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,A/T,Black,Black,None reported,Yes,
15765,158164,Hyundai,IONIQ 5 SE,2023,11938,,355.0HP Electric Motor Electric Fuel System,A/T,Gray,Beige,None reported,Yes,
15766,183959,Ford,F-150 XLT,2019,19593,Gasoline,4.0 Liter Twin Turbo,Automatic,Agate Black Metallic,Black,None reported,,
15767,45322,Jeep,Gladiator Overland,2020,35289,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Firecracker Red Clearcoat,Black,None reported,,
15768,84555,INFINITI,G37 S Sport,2007,121800,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Gray,None reported,Yes,
15769,50130,Chevrolet,Tahoe LTZ,2021,48156,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,
15770,103879,BMW,M3 Base,2011,103010,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,M/T,Black,Black,None reported,Yes,
15771,18319,Toyota,Land Cruiser Base,1999,26190,Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Beige,None reported,Yes,
15772,169223,Mercedes-Benz,SL-Class SL 550,2015,21300,Gasoline,429.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Red,At least 1 accident or damage reported,Yes,
15773,179517,Ford,Bronco Wildtrak Advanced,2022,6200,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,
15774,144534,Lexus,ES 350 Base,2008,94155,Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,
